9.754977029096477681e-01,9.785604900459418110e-01,9.816232771822358538e-01,9.831546707503828753e-01,9.862174578866769181e-01,9.877488514548239396e-01,9.908116385911178714e-01,9.923430321592648928e-01,9.938744257274119143e-01,9.954058192955589357e-01,9.969372128637059571e-01,1.000000000000000000e+00,1.001531393568146910e+00,1.003062787136294043e+00,1.004594180704440953e+00,1.006125574272588086e+00,1.007656967840734996e+00,1.009188361408882129e+00,1.010719754977029039e+00
9.709035222052067038e-01,9.709035222052067038e-01,9.724349157733537252e-01,9.724349157733537252e-01,9.724349157733537252e-01,9.724349157733537252e-01,9.739663093415007467e-01,9.739663093415007467e-01,9.739663093415007467e-01,9.739663093415007467e-01,9.754977029096477681e-01,9.754977029096477681e-01,9.754977029096477681e-01,9.754977029096477681e-01,9.770290964777947895e-01,9.770290964777947895e-01,9.770290964777947895e-01,9.770290964777947895e-01,9.785604900459418110e-01
9.693721286370596824e-01,9.709035222052067038e-01,9.709035222052067038e-01,9.709035222052067038e-01,9.709035222052067038e-01,9.709035222052067038e-01,9.709035222052067038e-01,9.709035222052067038e-01,9.709035222052067038e-01,9.709035222052067038e-01,9.709035222052067038e-01,9.709035222052067038e-01,9.709035222052067038e-01,9.709035222052067038e-01,9.709035222052067038e-01,9.709035222052067038e-01,9.709035222052067038e-01,9.724349157733537252e-01,9.724349157733537252e-01
9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.709035222052067038e-01,9.709035222052067038e-01,9.709035222052067038e-01,9.709035222052067038e-01,9.709035222052067038e-01,9.709035222052067038e-01,9.709035222052067038e-01,9.709035222052067038e-01,9.709035222052067038e-01,9.709035222052067038e-01
9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01
9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01
9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01
9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01
9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01
9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01
9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01
9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01
9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01
9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01
9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01
9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01
9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01
9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01
9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01,9.693721286370596824e-01
